FLD_MATCODIGO;FLD_MATNOMBRE;TIPO;FECHA;MMP;StockSeguridad;PtoReorden;StockMaximo;StockMinimo;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/08/2017 0:00:00.000;155076,67;4194,88;208454,88;363531,55;155076,67;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/08/2017 0:00:00.000;51360;2192,16;72461,51;123821,51;51360;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/08/2017 0:00:00.000;18242;300,74;25405,11;43647,11;18242;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/09/2017 0:00:00.000;41014;1939,78;53145,08;94159,08;41014;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/09/2017 0:00:00.000;21562,67;502,94;28403,19;49965,85;21562,67;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/09/2017 0:00:00.000;38417,60;419,69;51857,37;90274,97;38417,60;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/09/2017 0:00:00.000;18237,73;1418,93;28033,78;46271,52;18237,73;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/09/2017 0:00:00.000;14200;1415,23;19557,35;33757,35;14200;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/09/2017 0:00:00.000;31917,47;723,95;42363,85;74281,32;31917,47;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/09/2017 0:00:00.000;30536,67;519,14;40601,03;71137,70;30536,67;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/09/2017 0:00:00.000;29446,67;2001,03;39757,26;69203,92;29446,67;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/09/2017 0:00:00.000;155703,33;3405,33;205318,79;361022,12;155703,33;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/09/2017 0:00:00.000;55006,47;467,56;75027,03;130033,50;55006,47;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/09/2017 0:00:00.000;17902;489,57;25800,02;43702,02;17902;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/09/2017 0:00:00.000;35102,67;957,90;46474,97;81577,64;35102,67;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/09/2017 0:00:00.000;22984,43;474,73;30826,42;53810,85;22984,43;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/09/2017 0:00:00.000;32603,33;859,37;45051,29;77654,62;32603,33;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/09/2017 0:00:00.000;22136,67;589,13;29245,40;51382,07;22136,67;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/09/2017 0:00:00.000;84775,47;1715,74;113597,63;198373,10;84775,47;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/09/2017 0:00:00.000;156873,33;4432,04;205657,31;362530,64;156873,33;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/09/2017 0:00:00.000;64437,33;1845,71;85145,43;149582,76;64437,33;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/09/2017 0:00:00.000;42041;1883,11;57077,14;99118,14;42041;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/09/2017 0:00:00.000;24062,67;415,21;31951,77;56014,43;24062,67;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/10/2017 0:00:00.000;42064;2707,17;55252,38;97316,38;42064;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/10/2017 0:00:00.000;23466,77;297,47;31403,94;54870,71;23466,77;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/10/2017 0:00:00.000;35436,67;751,98;47496,33;82932,99;35436,67;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/10/2017 0:00:00.000;23043,33;493,80;30423,65;53466,99;23043,33;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/10/2017 0:00:00.000;91157,60;3451,89;119662,29;210819,89;91157,60;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/10/2017 0:00:00.000;167960;6394,58;220995,49;388955,49;167960;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/10/2017 0:00:00.000;73030;4125,46;94533,68;167563,68;73030;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/10/2017 0:00:00.000;43845;1018,02;57996,40;101841,40;43845;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/10/2017 0:00:00.000;24226,83;315,85;32173,38;56400,22;24226,83;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/10/2017 0:00:00.000;48266,67;2958,70;63548,52;111815,19;48266,67;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/10/2017 0:00:00.000;23546;949,73;30651,50;54197,50;23546;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/10/2017 0:00:00.000;39245,47;225,21;52385,38;91630,85;39245,47;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/10/2017 0:00:00.000;18587,73;1113,75;26085,80;44673,54;18587,73;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/10/2017 0:00:00.000;18800;2075,43;23980,01;42780,01;18800;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/10/2017 0:00:00.000;37552,20;2137,11;49478,01;87030,21;37552,20;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/10/2017 0:00:00.000;35176,67;1894,02;46402,91;81579,57;35176,67;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/10/2017 0:00:00.000;29286,67;1725,04;41412,98;70699,64;29286,67;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/10/2017 0:00:00.000;144543,33;2500,67;197003,88;341547,22;144543,33;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/10/2017 0:00:00.000;52223,33;1752,76;76225,39;128448,72;52223,33;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/10/2017 0:00:00.000;17809,33;253,09;24132,04;41941,37;17809,33;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/11/2017 0:00:00.000;39028,83;896,63;53024,33;92053,17;39028,83;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/11/2017 0:00:00.000;43683,33;1741,06;57317,19;101000,52;43683,33;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/11/2017 0:00:00.000;22542,67;359,10;29876,95;52419,62;22542,67;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/11/2017 0:00:00.000;17066,67;1652,41;21504,25;38570,92;17066,67;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/11/2017 0:00:00.000;16217,87;922,29;21203,34;37421,20;16217,87;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/11/2017 0:00:00.000;34839,87;1370,43;45838,54;80678,41;34839,87;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/11/2017 0:00:00.000;32040;952,06;42348,68;74388,68;32040;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/11/2017 0:00:00.000;24729,77;414,99;32685,63;57415,39;24729,77;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/11/2017 0:00:00.000;29976,67;1583,96;43791,31;73767,97;29976,67;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/11/2017 0:00:00.000;144163,33;5139,97;202725,39;346888,72;144163,33;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/11/2017 0:00:00.000;48146,67;2188,52;72477,72;120624,39;48146,67;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/11/2017 0:00:00.000;18796;221,92;25025,06;43821,06;18796;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/11/2017 0:00:00.000;39042,67;1965,29;51632,73;90675,40;39042,67;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/11/2017 0:00:00.000;22454,67;350,25;30224,58;52679,24;22454,67;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/11/2017 0:00:00.000;167973,33;5083,90;220343,99;388317,32;167973,33;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/11/2017 0:00:00.000;43863,33;472,49;59401,82;103265,16;43863,33;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/11/2017 0:00:00.000;35530;889,21;47278,31;82808,31;35530;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/11/2017 0:00:00.000;87649,47;3385,23;114818,96;202468,43;87649,47;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/11/2017 0:00:00.000;71173,33;3491,85;92359,33;163532,66;71173,33;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/11/2017 0:00:00.000;24348,17;549,75;32840,42;57188,59;24348,17;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/12/2017 0:00:00.000;22770,67;344,57;30152,98;52923,65;22770,67;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/12/2017 0:00:00.000;40612,13;729,84;53868,01;94480,14;40612,13;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/12/2017 0:00:00.000;16032,23;831,03;22415,65;38447,88;16032,23;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/12/2017 0:00:00.000;17566,67;1685,57;22336,75;39903,42;17566,67;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/12/2017 0:00:00.000;35300;1055,65;46408,49;81708,49;35300;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/12/2017 0:00:00.000;31800;589,52;42050,49;73850,49;31800;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/12/2017 0:00:00.000;33510;1145,47;45901,14;79411,14;33510;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/12/2017 0:00:00.000;144113,33;4046,43;204221,06;348334,39;144113,33;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/12/2017 0:00:00.000;51263,13;965,93;71960,45;123223,58;51263,13;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/12/2017 0:00:00.000;17584,33;182,58;23949,04;41533,37;17584,33;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/12/2017 0:00:00.000;36314,33;859,84;48433,18;84747,52;36314,33;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/12/2017 0:00:00.000;26380,83;956,12;34882,04;61262,87;26380,83;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/12/2017 0:00:00.000;36153,33;1289,21;47882,76;84036,09;36153,33;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/12/2017 0:00:00.000;23521,33;287,76;31232,58;54753,91;23521,33;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/12/2017 0:00:00.000;91975,33;2532,69;121233,61;213208,94;91975,33;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/12/2017 0:00:00.000;168103,33;3751,85;221479,45;389582,78;168103,33;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/12/2017 0:00:00.000;72524,67;2559,76;94908,05;167432,72;72524,67;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/12/2017 0:00:00.000;44903,33;833,56;61808,71;106712,05;44903,33;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/12/2017 0:00:00.000;25718,67;556,35;33917,98;59636,65;25718,67;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/12/2017 0:00:00.000;47097,33;1695,39;61464,07;108561,40;47097,33;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/01/2018 0:00:00.000;22294;505,12;30369,01;52663,01;22294;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/01/2018 0:00:00.000;169613,33;5944,69;227230,97;396844,30;169613,33;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/01/2018 0:00:00.000;43843,33;616,46;59317,17;103160,50;43843,33;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/01/2018 0:00:00.000;34813,33;762,09;46813,00;81626,33;34813,33;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/01/2018 0:00:00.000;87100,93;3337,71;120228,56;207329,49;87100,93;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/01/2018 0:00:00.000;70013,33;3494,39;97216,85;167230,19;70013,33;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/01/2018 0:00:00.000;26464,63;606,29;34931,05;61395,68;26464,63;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/01/2018 0:00:00.000;45400;2975,81;63410,09;108810,09;45400;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/01/2018 0:00:00.000;22167,33;774,50;31073,48;53240,81;22167,33;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/01/2018 0:00:00.000;16900;2021,59;24335,63;41235,63;16900;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/01/2018 0:00:00.000;17815,57;989,12;24009,82;41825,39;17815,57;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/01/2018 0:00:00.000;33100;2421,44;47995,38;81095,38;33100;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/01/2018 0:00:00.000;29686,67;2398,36;44212,84;73899,51;29686,67;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/01/2018 0:00:00.000;26809,23;925,47;35266,24;62075,48;26809,23;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/01/2018 0:00:00.000;33050;1393,37;46910,17;79960,17;33050;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/01/2018 0:00:00.000;149360;2193,19;204063,20;353423,20;149360;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/01/2018 0:00:00.000;52916,67;1256,48;72839,86;125756,53;52916,67;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/01/2018 0:00:00.000;18088,33;234,04;23986,16;42074,50;18088,33;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/01/2018 0:00:00.000;36841,67;2993,66;53767,31;90608,98;36841,67;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/01/2018 0:00:00.000;41796,40;652,55;55592,04;97388,44;41796,40;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/02/2018 0:00:00.000;35459;2124,69;50846,85;86305,85;35459;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/02/2018 0:00:00.000;21694;350,25;30224,58;51918,58;21694;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/02/2018 0:00:00.000;172653,33;3723,11;230254,24;402907,58;172653,33;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/02/2018 0:00:00.000;41423,33;811,18;58527,34;99950,68;41423,33;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/02/2018 0:00:00.000;35786,67;807,32;48243,19;84029,86;35786,67;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/02/2018 0:00:00.000;81679,47;3246,07;115232,90;196912,37;81679,47;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/02/2018 0:00:00.000;70055,33;2555,42;95945,33;166000,67;70055,33;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/02/2018 0:00:00.000;25992,03;498,84;35085,75;61077,79;25992,03;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/02/2018 0:00:00.000;40880,03;904,84;55469,66;96349,69;40880,03;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/02/2018 0:00:00.000;45283,33;996,86;60811,48;106094,81;45283,33;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/02/2018 0:00:00.000;20704;599,32;29395,55;50099,55;20704;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/02/2018 0:00:00.000;15700;1160,39;22803,53;38503,53;15700;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/02/2018 0:00:00.000;16695,53;867,05;22263,97;38959,50;16695,53;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/02/2018 0:00:00.000;29380;2010,35;43772,63;73152,63;29380;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/02/2018 0:00:00.000;28513,33;1337,38;41117,79;69631,13;28513,33;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/02/2018 0:00:00.000;26126,70;431,57;34529,20;60655,90;26126,70;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/02/2018 0:00:00.000;31890;1521,81;46633,20;78523,20;31890;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/02/2018 0:00:00.000;154156,67;4894,10;216675,26;370831,93;154156,67;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/02/2018 0:00:00.000;48873,33;1852,39;69512,00;118385,33;48873,33;   
